GISJOIN,STATEA,COUNTYA,TRACTA,Total,White,Black,Native,Asian,Hawaiian,Other,Two,WPct,BPct,NPct
G32000300051041,32,3,5104,1025,870,30,4,45,3,32,41,0.85,0.03,0.00
G32000300051042,32,3,5104,803,615,39,11,60,7,29,42,0.77,0.05,0.01
G32000300051043,32,3,5104,1354,1063,66,4,70,16,84,51,0.79,0.05,0.00
G32000300051051,32,3,5105,6544,4071,760,65,552,36,637,423,0.62,0.12,0.01
G32000300051052,32,3,5105,1879,1216,98,10,275,24,165,91,0.65,0.05,0.01
G32000300051061,32,3,5106,2025,1437,201,23,70,11,160,123,0.71,0.10,0.01
G32000300051062,32,3,5106,931,742,37,13,48,9,47,35,0.80,0.04,0.01
G32000300051071,32,3,5107,1622,1308,57,8,70,14,101,64,0.81,0.04,0.00
G32000300051072,32,3,5107,889,721,31,3,35,7,41,51,0.81,0.03,0.00
G32000300051073,32,3,5107,1734,1384,67,9,101,9,96,68,0.80,0.04,0.01
G32000300051081,32,3,5108,1630,1218,114,16,144,9,55,74,0.75,0.07,0.01
G32000300051082,32,3,5108,1663,1225,93,6,153,15,87,84,0.74,0.06,0.00
G32000300051091,32,3,5109,2030,1533,123,4,179,2,77,112,0.76,0.06,0.00
G32000300051092,32,3,5109,1150,835,45,9,106,11,38,106,0.73,0.04,0.01
G32000300051093,32,3,5109,2214,1532,111,8,233,11,176,143,0.69,0.05,0.00
G32000300051094,32,3,5109,1729,1303,96,23,108,3,113,83,0.75,0.06,0.01
G32000300052001,32,3,5200,1647,1316,54,29,37,9,139,63,0.80,0.03,0.02
G32000300052002,32,3,5200,1511,1255,71,20,19,5,66,75,0.83,0.05,0.01
G32000300052003,32,3,5200,750,628,38,5,13,0,37,29,0.84,0.05,0.01
G32000300053111,32,3,5311,829,540,88,8,96,12,54,31,0.65,0.11,0.01
G32000300053112,32,3,5311,1852,1234,185,13,189,33,106,92,0.67,0.10,0.01
G32000300053121,32,3,5312,1677,1228,91,6,129,11,104,108,0.73,0.05,0.00
G32000300053122,32,3,5312,1078,829,36,10,110,3,28,62,0.77,0.03,0.01
G32000300053131,32,3,5313,1692,1245,69,17,125,12,123,101,0.74,0.04,0.01
G32000300053132,32,3,5313,1581,1116,125,11,102,11,93,123,0.71,0.08,0.01
G32000300053133,32,3,5313,1338,1141,40,2,70,2,31,52,0.85,0.03,0.00
G32000300053134,32,3,5313,1718,1329,79,2,168,11,56,73,0.77,0.05,0.00
G32000300053141,32,3,5314,1677,1363,66,5,91,7,79,66,0.81,0.04,0.00
G32000300053142,32,3,5314,995,822,30,3,76,4,29,31,0.83,0.03,0.00
G32000300053151,32,3,5315,1571,1265,93,9,107,1,45,51,0.81,0.06,0.01
G32000300053152,32,3,5315,1233,977,29,7,78,12,56,74,0.79,0.02,0.01
G32000300053153,32,3,5315,2255,1689,179,8,153,9,96,121,0.75,0.08,0.00
G32000300053161,32,3,5316,1176,881,80,5,102,5,61,42,0.75,0.07,0.00
G32000300053162,32,3,5316,1131,892,85,5,41,3,52,53,0.79,0.08,0.00
G32000300053163,32,3,5316,1785,1280,111,14,125,27,98,130,0.72,0.06,0.01
G32000300053171,32,3,5317,783,635,45,4,59,6,19,15,0.81,0.06,0.01
G32000300053172,32,3,5317,1888,1550,90,4,135,6,38,65,0.82,0.05,0.00
G32000300053173,32,3,5317,778,594,38,2,89,0,11,44,0.76,0.05,0.00
G32000300053174,32,3,5317,992,733,69,6,66,11,38,69,0.74,0.07,0.01
G32000300053175,32,3,5317,594,459,34,0,78,3,10,10,0.77,0.06,0.00
G32000300053181,32,3,5318,1912,1434,119,9,145,14,77,114,0.75,0.06,0.00
G32000300053182,32,3,5318,698,536,30,1,80,3,20,28,0.77,0.04,0.00
G32000300053183,32,3,5318,589,472,43,4,38,2,14,16,0.80,0.07,0.01
G32000300053191,32,3,5319,1981,1516,137,6,118,19,88,97,0.77,0.07,0.00
G32000300053192,32,3,5319,655,508,34,1,61,5,26,20,0.78,0.05,0.00
G32000300053201,32,3,5320,683,521,33,7,22,6,60,34,0.76,0.05,0.01
G32000300053202,32,3,5320,1077,858,43,4,50,12,55,55,0.80,0.04,0.00
G32000300053203,32,3,5320,994,787,77,6,40,3,38,43,0.79,0.08,0.01
G32000300053211,32,3,5321,1425,1072,55,10,117,10,82,79,0.75,0.04,0.01
G32000300053212,32,3,5321,842,720,34,2,33,4,14,35,0.86,0.04,0.00
G32000300053213,32,3,5321,1301,1082,40,1,72,5,50,51,0.83,0.03,0.00
G32000300053221,32,3,5322,467,390,5,0,25,3,25,19,0.84,0.01,0.00
G32000300053222,32,3,5322,852,690,42,6,52,1,29,32,0.81,0.05,0.01
G32000300053331,32,3,5333,1547,1274,46,7,104,12,33,71,0.82,0.03,0.00
G32000300053332,32,3,5333,957,808,32,3,69,6,9,30,0.84,0.03,0.00
G32000300053351,32,3,5335,1280,1127,44,10,24,2,48,25,0.88,0.03,0.01
G32000300053352,32,3,5335,890,818,11,7,20,6,19,9,0.92,0.01,0.01
G32000300053353,32,3,5335,630,548,3,11,21,1,36,10,0.87,0.00,0.02
G32000300053354,32,3,5335,983,870,11,10,45,0,21,26,0.89,0.01,0.01
G32000300053355,32,3,5335,921,758,25,11,29,4,59,35,0.82,0.03,0.01
G32000300053361,32,3,5336,705,564,19,10,9,4,59,40,0.80,0.03,0.01
G32000300053362,32,3,5336,914,690,33,17,27,8,81,58,0.75,0.04,0.02
G32000300053363,32,3,5336,1132,944,24,15,32,2,56,59,0.83,0.02,0.01
G32000300053364,32,3,5336,1256,915,128,14,30,4,108,57,0.73,0.10,0.01
G32000300053371,32,3,5337,1238,1049,55,4,57,2,44,27,0.85,0.04,0.00
G32000300053372,32,3,5337,1737,1343,38,1,164,14,67,110,0.77,0.02,0.00
G32000300053381,32,3,5338,584,547,14,0,18,1,2,2,0.94,0.02,0.00
G32000300053382,32,3,5338,713,672,7,2,19,1,3,9,0.94,0.01,0.00
G32000300053383,32,3,5338,674,641,13,1,15,0,3,1,0.95,0.02,0.00
G32000300053411,32,3,5341,1160,990,25,8,45,5,39,48,0.85,0.02,0.01
G32000300053412,32,3,5341,1197,1009,30,14,19,2,70,53,0.84,0.03,0.01
G32000300053421,32,3,5342,1211,1029,25,6,39,2,51,59,0.85,0.02,0.00
G32000300053422,32,3,5342,1027,890,26,8,22,0,44,37,0.87,0.03,0.01
G32000300053423,32,3,5342,914,732,23,21,22,13,63,40,0.80,0.03,0.02
G32000300053431,32,3,5343,3085,2441,100,27,198,15,142,162,0.79,0.03,0.01
G32000300053432,32,3,5343,1085,943,21,7,34,9,30,41,0.87,0.02,0.01
G32000300053461,32,3,5346,2177,1463,162,5,308,9,118,112,0.67,0.07,0.00
G32000300053462,32,3,5346,2009,1293,106,15,320,13,145,117,0.64,0.05,0.01
G32000300053471,32,3,5347,1863,1414,63,14,226,4,49,93,0.76,0.03,0.01
G32000300053472,32,3,5347,3146,2371,194,15,305,19,91,151,0.75,0.06,0.00
G32000300053481,32,3,5348,1985,1477,119,8,231,2,50,98,0.74,0.06,0.00
G32000300053482,32,3,5348,2622,2032,74,11,310,17,58,120,0.77,0.03,0.00
G32000300053491,32,3,5349,1602,1147,117,18,155,18,22,125,0.72,0.07,0.01
G32000300053492,32,3,5349,2528,1856,114,11,326,5,89,127,0.73,0.05,0.00
G32000300053501,32,3,5350,2209,1812,70,7,146,8,31,135,0.82,0.03,0.00
G32000300053502,32,3,5350,1088,823,51,1,139,2,36,36,0.76,0.05,0.00
G32000300053511,32,3,5351,2077,1510,121,14,213,30,78,111,0.73,0.06,0.01
G32000300053512,32,3,5351,2323,1815,91,8,139,14,114,142,0.78,0.04,0.00
G32000300053521,32,3,5352,1991,1607,35,12,186,16,18,117,0.81,0.02,0.01
G32000300053522,32,3,5352,1154,853,70,2,116,12,41,60,0.74,0.06,0.00
G32000300053531,32,3,5353,1900,1411,103,5,171,29,81,100,0.74,0.05,0.00
G32000300053532,32,3,5353,1915,1377,129,24,181,8,93,103,0.72,0.07,0.01
G32000300053541,32,3,5354,1959,1391,190,26,129,10,105,108,0.71,0.10,0.01
G32000300053542,32,3,5354,3103,2268,194,28,237,9,181,186,0.73,0.06,0.01
G32000300053551,32,3,5355,1926,1768,44,1,80,6,7,20,0.92,0.02,0.00
G32000300053552,32,3,5355,1867,1476,46,11,194,15,37,88,0.79,0.02,0.01
G32000300053553,32,3,5355,1126,771,103,3,131,8,29,81,0.68,0.09,0.00
G32000300053561,32,3,5356,903,760,20,0,74,5,17,27,0.84,0.02,0.00
G32000300053562,32,3,5356,1439,1046,85,3,156,7,63,79,0.73,0.06,0.00
G32000300053571,32,3,5357,3816,3106,111,12,264,32,146,145,0.81,0.03,0.00
G32000300053572,32,3,5357,2395,1777,95,9,286,15,103,110,0.74,0.04,0.00
G32000300053581,32,3,5358,1031,835,50,5,76,4,31,30,0.81,0.05,0.00
G32000300053582,32,3,5358,1990,1572,43,8,150,12,83,122,0.79,0.02,0.00
G32000300053591,32,3,5359,1730,1504,45,7,55,4,49,66,0.87,0.03,0.00
G32000300053592,32,3,5359,2525,2014,74,4,149,10,105,169,0.80,0.03,0.00
G32000300053593,32,3,5359,2722,2316,61,16,107,2,100,120,0.85,0.02,0.01
G32000300053601,32,3,5360,3308,2741,162,20,87,8,113,177,0.83,0.05,0.01
G32000300053602,32,3,5360,803,720,24,12,4,2,17,24,0.90,0.03,0.01
G32000300054211,32,3,5421,769,668,34,5,8,5,26,23,0.87,0.04,0.01
G32000300054212,32,3,5421,730,625,7,21,5,1,49,22,0.86,0.01,0.03
G32000300054213,32,3,5421,1871,1098,330,22,43,32,217,129,0.59,0.18,0.01
G32000300054221,32,3,5422,991,642,107,20,36,9,121,56,0.65,0.11,0.02
G32000300054222,32,3,5422,1643,1241,45,23,27,9,196,102,0.76,0.03,0.01
G32000300054223,32,3,5422,1510,1043,117,13,40,3,200,94,0.69,0.08,0.01
G32000300054231,32,3,5423,1633,908,280,6,35,3,268,133,0.56,0.17,0.00
G32000300054232,32,3,5423,1507,1126,56,18,85,16,156,50,0.75,0.04,0.01
G32000300054233,32,3,5423,1214,1013,53,9,18,4,74,43,0.83,0.04,0.01
G32000300054321,32,3,5432,1786,1461,70,6,61,14,46,128,0.82,0.04,0.00
G32000300054322,32,3,5432,1893,1593,68,23,76,9,65,59,0.84,0.04,0.01
G32000300054323,32,3,5432,1907,1551,97,17,90,5,79,68,0.81,0.05,0.01
G32000300054331,32,3,5433,1329,1173,19,3,37,1,38,58,0.88,0.01,0.00
G32000300054332,32,3,5433,753,705,6,9,13,5,5,10,0.94,0.01,0.01
G32000300054333,32,3,5433,1069,941,22,4,21,3,39,39,0.88,0.02,0.00
G32000300054334,32,3,5433,796,716,13,14,8,2,23,20,0.90,0.02,0.02
G32000300054335,32,3,5433,750,654,21,16,11,0,25,23,0.87,0.03,0.02
G32000300054341,32,3,5434,2080,1741,39,16,94,16,77,97,0.84,0.02,0.01
G32000300054342,32,3,5434,2729,2151,127,17,175,18,118,123,0.79,0.05,0.01
G32000300054351,32,3,5435,1427,1292,35,22,19,4,26,29,0.91,0.02,0.02
G32000300054352,32,3,5435,1988,1587,105,19,91,26,79,81,0.80,0.05,0.01
G32000300054361,32,3,5436,2427,1706,112,18,323,7,116,145,0.70,0.05,0.01
G32000300054362,32,3,5436,2436,1528,255,23,214,15,280,121,0.63,0.10,0.01
G32000300054363,32,3,5436,1208,853,97,11,40,20,99,88,0.71,0.08,0.01
G32000300054364,32,3,5436,1195,854,83,4,109,1,76,68,0.71,0.07,0.00
G32000300054371,32,3,5437,2981,2561,104,19,174,2,51,70,0.86,0.03,0.01
G32000300054381,32,3,5438,1557,1017,249,19,29,15,107,121,0.65,0.16,0.01
G32000300054382,32,3,5438,1042,761,55,19,36,3,119,49,0.73,0.05,0.02
G32000300054391,32,3,5439,1104,752,98,10,46,13,118,67,0.68,0.09,0.01
G32000300054392,32,3,5439,1677,1066,102,30,35,17,302,125,0.64,0.06,0.02
G32000300054393,32,3,5439,1083,842,28,14,21,4,113,61,0.78,0.03,0.01
G32000300055011,32,3,5501,530,500,1,6,2,1,4,16,0.94,0.00,0.01
G32000300055012,32,3,5501,1404,1306,7,16,21,2,22,30,0.93,0.00,0.01
G32000300055013,32,3,5501,168,159,7,1,1,0,0,0,0.95,0.04,0.01
G32000300055014,32,3,5501,2157,2000,43,11,32,0,37,34,0.93,0.02,0.01
G32000300055021,32,3,5502,1291,1204,8,11,19,6,15,28,0.93,0.01,0.01
G32000300055022,32,3,5502,1026,941,1,10,11,10,14,39,0.92,0.00,0.01
G32000300055023,32,3,5502,992,935,6,8,10,0,12,21,0.94,0.01,0.01
G32000300055024,32,3,5502,1002,953,1,7,11,2,10,18,0.95,0.00,0.01
G32000300055031,32,3,5503,1058,963,5,15,8,0,35,32,0.91,0.00,0.01
G32000300055032,32,3,5503,842,768,5,8,7,0,15,39,0.91,0.01,0.01
G32000300055033,32,3,5503,1154,1042,6,9,9,5,18,65,0.90,0.01,0.01
G32000300055041,32,3,5504,1503,1340,27,16,20,5,35,60,0.89,0.02,0.01
G32000300055042,32,3,5504,865,804,10,6,6,5,12,22,0.93,0.01,0.01
G32000300055043,32,3,5504,1026,948,3,1,12,4,13,45,0.92,0.00,0.00
G32000300056071,32,3,5607,1184,868,9,30,13,0,226,38,0.73,0.01,0.03
G32000300056072,32,3,5607,1193,918,14,4,21,10,189,37,0.77,0.01,0.00
G32000300056073,32,3,5607,1385,1048,5,18,30,0,259,25,0.76,0.00,0.01
G32000300056121,32,3,5612,795,749,1,4,1,2,12,26,0.94,0.00,0.01
G32000300056122,32,3,5612,693,607,2,9,3,3,52,17,0.88,0.00,0.01
G32000300056131,32,3,5613,925,860,1,10,3,3,35,13,0.93,0.00,0.01
G32000300056132,32,3,5613,826,747,1,10,4,1,30,33,0.90,0.00,0.01
G32000300056133,32,3,5613,1302,1211,4,8,4,2,40,33,0.93,0.00,0.01
G32000300056134,32,3,5613,420,379,6,12,1,0,13,9,0.90,0.01,0.03
G32000300056135,32,3,5613,1184,1079,2,3,10,9,51,30,0.91,0.00,0.00
G32000300056141,32,3,5614,1006,639,20,15,18,3,284,27,0.64,0.02,0.01
G32000300056142,32,3,5614,839,677,15,7,23,1,105,11,0.81,0.02,0.01
G32000300056151,32,3,5615,1645,1439,11,14,33,1,117,30,0.87,0.01,0.01
G32000300057021,32,3,5702,1902,1682,25,20,38,11,66,60,0.88,0.01,0.01
G32000300057022,32,3,5702,348,316,12,0,1,0,7,12,0.91,0.03,0.00
G32000300057023,32,3,5702,976,784,54,15,21,8,36,58,0.80,0.06,0.02
G32000300057031,32,3,5703,150,116,22,2,4,0,4,2,0.77,0.15,0.01
G32000300057032,32,3,5703,574,362,65,8,81,2,29,27,0.63,0.11,0.01
G32000300057033,32,3,5703,716,678,5,6,0,0,4,23,0.95,0.01,0.01
G32000300057041,32,3,5704,2114,1740,89,24,41,5,125,90,0.82,0.04,0.01
G32000300057051,32,3,5705,1983,1700,47,27,54,5,89,61,0.86,0.02,0.01
G32000300057052,32,3,5705,223,207,0,0,6,0,5,5,0.93,0.00,0.00
G32000300057111,32,3,5711,2578,2018,70,8,282,10,62,128,0.78,0.03,0.00
G32000300057112,32,3,5711,1770,1364,48,10,190,6,59,93,0.77,0.03,0.01
G32000300057121,32,3,5712,6252,4531,272,41,893,19,142,354,0.72,0.04,0.01
G32000300057122,32,3,5712,1449,1163,83,2,156,7,8,30,0.80,0.06,0.00
G32000300057131,32,3,5713,3968,3055,131,19,483,15,84,181,0.77,0.03,0.00
G32000300057132,32,3,5713,912,768,36,2,78,1,15,12,0.84,0.04,0.00
G32000300057141,32,3,5714,842,752,39,4,31,0,4,12,0.89,0.05,0.00
G32000300057142,32,3,5714,1135,1011,29,0,82,1,3,9,0.89,0.03,0.00
G32000300057143,32,3,5714,971,843,27,4,80,0,6,11,0.87,0.03,0.00
G32000300057144,32,3,5714,1329,1186,28,2,87,1,2,23,0.89,0.02,0.00
G32000300057145,32,3,5714,1669,1404,50,5,179,2,11,18,0.84,0.03,0.00
G32000300057151,32,3,5715,789,670,12,0,57,2,26,22,0.85,0.02,0.00
G32000300057152,32,3,5715,1146,912,28,4,143,0,14,45,0.80,0.02,0.00
G32000300057153,32,3,5715,1302,1120,14,2,96,2,19,49,0.86,0.01,0.00
G32000300057154,32,3,5715,1054,832,32,1,141,0,16,32,0.79,0.03,0.00
G32000300057161,32,3,5716,717,566,36,3,90,1,4,17,0.79,0.05,0.00
G32000300057162,32,3,5716,1262,957,48,4,221,6,10,16,0.76,0.04,0.00
G32000300057163,32,3,5716,1606,1227,71,3,261,0,19,25,0.76,0.04,0.00
G32000300058031,32,3,5803,1646,1167,141,21,139,10,80,88,0.71,0.09,0.01
G32000300058032,32,3,5803,1354,989,79,5,154,6,42,79,0.73,0.06,0.00
G32000300058033,32,3,5803,776,537,59,4,108,1,20,47,0.69,0.08,0.01
G32000300058034,32,3,5803,861,555,62,1,123,7,53,60,0.64,0.07,0.00
G32000300058041,32,3,5804,1701,1100,160,5,246,11,93,86,0.65,0.09,0.00
G32000300058042,32,3,5804,549,429,28,2,52,0,24,14,0.78,0.05,0.00
G32000300058043,32,3,5804,748,593,32,2,68,5,15,33,0.79,0.04,0.00
G32000300058044,32,3,5804,1744,1244,160,4,210,2,64,60,0.71,0.09,0.00
G32000300058051,32,3,5805,915,747,38,4,45,5,27,49,0.82,0.04,0.00
G32000300058052,32,3,5805,601,515,27,4,31,4,8,12,0.86,0.04,0.01
G32000300058053,32,3,5805,1445,1047,123,6,158,5,48,58,0.72,0.09,0.00
G32000300058061,32,3,5806,773,582,61,13,57,4,31,25,0.75,0.08,0.02
G32000300058062,32,3,5806,862,694,50,4,47,4,31,32,0.81,0.06,0.00
G32000300058063,32,3,5806,990,766,69,7,93,2,19,34,0.77,0.07,0.01
G32000300058064,32,3,5806,1414,934,143,5,137,6,103,86,0.66,0.10,0.00
G32000300058071,32,3,5807,1670,1052,272,5,106,13,152,70,0.63,0.16,0.00
G32000300058072,32,3,5807,663,523,46,6,38,3,15,32,0.79,0.07,0.01
G32000300058073,32,3,5807,986,756,98,2,65,2,28,35,0.77,0.10,0.00
G32000300058074,32,3,5807,956,754,33,4,86,3,21,55,0.79,0.03,0.00
G32000300058081,32,3,5808,936,713,63,5,61,1,38,55,0.76,0.07,0.01
G32000300058082,32,3,5808,1047,822,50,14,88,2,28,43,0.79,0.05,0.01
G32000300058083,32,3,5808,1402,986,123,10,107,9,85,82,0.70,0.09,0.01
G32000300058091,32,3,5809,1611,1092,158,4,108,29,144,76,0.68,0.10,0.00
G32000300058092,32,3,5809,1510,905,205,5,127,28,138,102,0.60,0.14,0.00
G32000300058093,32,3,5809,784,624,29,4,70,2,17,38,0.80,0.04,0.01
G32000300058111,32,3,5811,1162,835,81,1,160,8,35,42,0.72,0.07,0.00
G32000300058112,32,3,5811,2182,1162,244,9,511,10,165,81,0.53,0.11,0.00
G32000300058113,32,3,5811,911,501,83,5,189,13,73,47,0.55,0.09,0.01
G32000300058114,32,3,5811,2130,1396,214,6,263,31,119,101,0.66,0.10,0.00
G32000300058115,32,3,5811,1661,1003,151,8,308,1,105,85,0.60,0.09,0.00
G32000300058131,32,3,5813,1910,1133,180,7,361,31,106,92,0.59,0.09,0.00
G32000300058132,32,3,5813,2109,1137,279,2,422,26,131,112,0.54,0.13,0.00
G32000300058181,32,3,5818,7,7,0,0,0,0,0,0,1.00,0.00,0.00
G32000300058182,32,3,5818,983,846,17,15,18,7,33,47,0.86,0.02,0.02
G32000300058221,32,3,5822,2005,1384,106,13,334,16,77,75,0.69,0.05,0.01
G32000300058222,32,3,5822,1873,1368,61,6,282,0,70,86,0.73,0.03,0.00
G32000300058223,32,3,5822,1313,838,49,4,276,2,55,89,0.64,0.04,0.00
G32000300058231,32,3,5823,3475,2479,191,8,465,16,101,215,0.71,0.05,0.00
G32000300058241,32,3,5824,962,727,25,6,135,5,28,36,0.76,0.03,0.01
G32000300058242,32,3,5824,1332,1061,39,3,144,0,13,72,0.80,0.03,0.00
G32000300058243,32,3,5824,1379,965,86,8,175,11,55,79,0.70,0.06,0.01
G32000300058251,32,3,5825,1716,1158,163,6,180,8,112,89,0.67,0.09,0.00
G32000300058252,32,3,5825,2872,1726,378,11,384,19,186,168,0.60,0.13,0.00
G32000300058253,32,3,5825,1018,673,83,1,161,4,42,54,0.66,0.08,0.00
G32000300058261,32,3,5826,1281,753,121,11,249,13,64,70,0.59,0.09,0.01
G32000300058262,32,3,5826,1166,693,153,1,143,25,88,63,0.59,0.13,0.00
G32000300058263,32,3,5826,1398,849,77,3,363,5,53,48,0.61,0.06,0.00
G32000300058271,32,3,5827,4679,2824,247,25,1033,30,241,279,0.60,0.05,0.01
G32000300058272,32,3,5827,1446,1228,10,11,23,5,121,48,0.85,0.01,0.01
G32000300058281,32,3,5828,6704,3884,371,19,1467,49,443,471,0.58,0.06,0.00
G32000300058291,32,3,5829,6350,3549,508,26,1344,79,424,420,0.56,0.08,0.00
G32000300058301,32,3,5830,3206,1724,195,10,850,32,208,187,0.54,0.06,0.00
G32000300058311,32,3,5831,3259,1845,180,18,783,10,238,185,0.57,0.06,0.01
G32000300058321,32,3,5832,2916,1665,144,27,638,24,192,226,0.57,0.05,0.01
G32000300058331,32,3,5833,5171,3085,370,32,972,33,337,342,0.60,0.07,0.01
G32000300058341,32,3,5834,3113,1939,265,8,465,34,210,192,0.62,0.09,0.00
G32000300058351,32,3,5835,2081,1326,144,10,390,8,65,138,0.64,0.07,0.00
G32000300058352,32,3,5835,1688,1080,130,6,327,10,65,70,0.64,0.08,0.00
G32000300058361,32,3,5836,1958,1145,173,19,209,22,229,161,0.58,0.09,0.01
G32000300058362,32,3,5836,1734,1212,126,8,159,20,83,126,0.70,0.07,0.00
G32000300058371,32,3,5837,2391,1489,190,1,376,5,156,174,0.62,0.08,0.00
G32000300058372,32,3,5837,1613,1113,91,5,252,7,68,77,0.69,0.06,0.00
G32000300058381,32,3,5838,1560,857,119,8,351,10,107,108,0.55,0.08,0.01
G32000300058382,32,3,5838,2466,1480,162,10,398,20,205,191,0.60,0.07,0.00
G32000300058383,32,3,5838,1555,1014,112,8,190,3,157,71,0.65,0.07,0.01
G32000300058391,32,3,5839,1740,1257,86,4,258,3,52,80,0.72,0.05,0.00
G32000300058392,32,3,5839,1983,1253,142,2,299,35,122,130,0.63,0.07,0.00
G32000300058401,32,3,5840,8528,4796,662,31,1742,60,625,612,0.56,0.08,0.00
G32000300058411,32,3,5841,2072,1764,22,6,214,11,10,45,0.85,0.01,0.00
G32000300058412,32,3,5841,2081,1505,86,1,348,7,28,106,0.72,0.04,0.00
G32000300058421,32,3,5842,698,604,11,3,61,1,2,16,0.87,0.02,0.00
G32000300058422,32,3,5842,1094,892,31,5,121,1,19,25,0.82,0.03,0.00
G32000300058431,32,3,5843,965,775,41,0,97,6,19,27,0.80,0.04,0.00
G32000300058432,32,3,5843,1767,1125,148,4,330,9,35,116,0.64,0.08,0.00
G32000300058441,32,3,5844,1816,1338,122,21,178,3,62,92,0.74,0.07,0.01
G32000300058442,32,3,5844,2422,1803,112,14,310,10,59,114,0.74,0.05,0.01
G32000300058443,32,3,5844,2224,1655,129,7,286,13,42,92,0.74,0.06,0.00
G32000300058451,32,3,5845,1111,794,43,15,165,6,6,82,0.71,0.04,0.01
G32000300058452,32,3,5845,1455,1121,57,4,178,3,33,59,0.77,0.04,0.00
G32000300058453,32,3,5845,1626,1234,98,5,153,4,60,72,0.76,0.06,0.00
G32000300058461,32,3,5846,1614,1347,41,2,191,2,7,24,0.83,0.03,0.00
G32000300058462,32,3,5846,843,699,36,2,86,0,7,13,0.83,0.04,0.00
G32000300058463,32,3,5846,2115,1561,93,7,347,10,46,51,0.74,0.04,0.00
G32000300058471,32,3,5847,1675,1055,145,8,294,26,74,73,0.63,0.09,0.00
G32000300058481,32,3,5848,2392,1479,259,8,375,27,130,114,0.62,0.11,0.00
G32000300058482,32,3,5848,1799,1021,312,14,192,27,111,122,0.57,0.17,0.01
G32000300058491,32,3,5849,2024,1138,243,4,338,29,165,107,0.56,0.12,0.00
G32000300058492,32,3,5849,1393,787,180,9,274,5,85,53,0.56,0.13,0.01
G32000300058501,32,3,5850,1650,892,96,8,462,17,78,97,0.54,0.06,0.00
G32000300058502,32,3,5850,2400,1144,161,9,831,8,112,135,0.48,0.07,0.00
G32000300058511,32,3,5851,2724,1680,214,10,527,29,110,154,0.62,0.08,0.00
G32000300058512,32,3,5851,2720,1445,277,14,668,20,160,136,0.53,0.10,0.01
G32000300058521,32,3,5852,1286,775,104,3,286,11,48,59,0.60,0.08,0.00
G32000300058522,32,3,5852,3183,1868,188,24,709,36,142,216,0.59,0.06,0.01
G32000300058531,32,3,5853,2604,1354,294,16,463,34,241,202,0.52,0.11,0.01
G32000300058532,32,3,5853,2959,1589,338,14,586,25,155,252,0.54,0.11,0.00
G32000300058533,32,3,5853,2194,1295,186,12,335,19,173,174,0.59,0.08,0.01
G32000300058541,32,3,5854,1658,955,163,9,309,12,114,96,0.58,0.10,0.01
G32000300058542,32,3,5854,3681,2230,377,10,522,25,272,245,0.61,0.10,0.00
G32000300058543,32,3,5854,2649,1578,217,21,440,31,214,148,0.60,0.08,0.01
G32000300058551,32,3,5855,1318,786,56,11,332,9,41,83,0.60,0.04,0.01
G32000300058552,32,3,5855,4162,2232,268,24,1112,48,219,259,0.54,0.06,0.01
G32000300058561,32,3,5856,3264,1647,239,8,1100,30,98,142,0.50,0.07,0.00
G32000300059021,32,3,5902,1173,862,4,35,6,1,231,34,0.73,0.00,0.03
G32000300059022,32,3,5902,260,15,1,227,0,1,9,7,0.06,0.00,0.87
G32000300059031,32,3,5903,2151,1938,30,27,48,4,66,38,0.90,0.01,0.01
